,name,mcc,time,transaction_value,time_interval_to_next,time_interval_from_last
15295,people1911,Fast Food Restaurants,2020-04-30 21:30:00,77,0 days 00:00:00.000000000,0 days 02:16:00.000000000
15296,people1912,Bakeries,2020-04-30 09:00:00,25,0 days 02:18:00.000000000,0 days 00:00:00.000000000
15297,people1912,Drug Stores and Pharmacies,2020-04-30 11:18:00,33,0 days 03:13:00.000000000,0 days 02:18:00.000000000
15298,people1912,Fast Food Restaurants,2020-04-30 14:31:00,46,0 days 00:47:00.000000000,0 days 03:13:00.000000000
15299,people1912,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:18:00,41,0 days 00:59:00.000000000,0 days 00:47:00.000000000
15300,people1912,Fast Food Restaurants,2020-04-30 16:17:00,26,0 days 00:11:00.000000000,0 days 00:59:00.000000000
15301,people1912,Drug Stores and Pharmacies,2020-04-30 16:28:00,69,0 days 00:04:00.000000000,0 days 00:11:00.000000000
15302,people1912,Fast Food Restaurants,2020-04-30 16:32:00,20,0 days 01:54:00.000000000,0 days 00:04:00.000000000
15303,people1912,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:26:00,26,0 days 00:00:00.000000000,0 days 01:54:00.000000000
15304,people1913,Fast Food Restaurants,2020-04-30 09:00:00,68,0 days 02:00:00.000000000,0 days 00:00:00.000000000
15305,people1913,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:00:00,21,0 days 01:56:00.000000000,0 days 02:00:00.000000000
15306,people1913,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:56:00,19,0 days 01:06:00.000000000,0 days 01:56:00.000000000
15307,people1913,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:02:00,47,0 days 03:18:00.000000000,0 days 01:06:00.000000000
15308,people1913,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:20:00,76,0 days 02:05:00.000000000,0 days 03:18:00.000000000
15309,people1913,Book Stores,2020-04-30 19:25:00,10,0 days 01:52:00.000000000,0 days 02:05:00.000000000
15310,people1913,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:17:00,39,0 days 00:06:00.000000000,0 days 01:52:00.000000000
15311,people1913,Bakeries,2020-04-30 21:23:00,68,0 days 00:00:00.000000000,0 days 00:06:00.000000000
15312,people1914,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,77,0 days 00:26:00.000000000,0 days 00:00:00.000000000
15313,people1914,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:26:00,18,0 days 00:51:00.000000000,0 days 00:26:00.000000000
15314,people1914,Bakeries,2020-04-30 10:17:00,20,0 days 01:52:00.000000000,0 days 00:51:00.000000000
15315,people1914,Bakeries,2020-04-30 12:09:00,33,0 days 02:56:00.000000000,0 days 01:52:00.000000000
15316,people1914,Drug Stores and Pharmacies,2020-04-30 15:05:00,35,0 days 00:18:00.000000000,0 days 02:56:00.000000000
15317,people1914,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:23:00,37,0 days 03:12:00.000000000,0 days 00:18:00.000000000
15318,people1914,Book Stores,2020-04-30 18:35:00,43,0 days 02:54:00.000000000,0 days 03:12:00.000000000
15319,people1914,"Grocery Stores, Supermarkets",2020-04-30 21:29:00,43,0 days 00:00:00.000000000,0 days 02:54:00.000000000
15320,people1915,Drug Stores and Pharmacies,2020-04-30 09:00:00,34,0 days 00:11:00.000000000,0 days 00:00:00.000000000
15321,people1915,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:11:00,22,0 days 01:23:00.000000000,0 days 00:11:00.000000000
15322,people1915,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:34:00,26,0 days 01:15:00.000000000,0 days 01:23:00.000000000
15323,people1915,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:49:00,48,0 days 00:09:00.000000000,0 days 01:15:00.000000000
15324,people1915,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:58:00,61,0 days 03:04:00.000000000,0 days 00:09:00.000000000
15325,people1915,Bakeries,2020-04-30 15:02:00,47,0 days 02:14:00.000000000,0 days 03:04:00.000000000
15326,people1915,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:16:00,51,0 days 01:00:00.000000000,0 days 02:14:00.000000000
15327,people1915,Drug Stores and Pharmacies,2020-04-30 18:16:00,44,0 days 00:00:00.000000000,0 days 01:00:00.000000000
15328,people1916,Book Stores,2020-04-30 09:00:00,29,0 days 02:57:00.000000000,0 days 00:00:00.000000000
15329,people1916,Fast Food Restaurants,2020-04-30 11:57:00,55,0 days 00:22:00.000000000,0 days 02:57:00.000000000
15330,people1916,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:19:00,70,0 days 02:19:00.000000000,0 days 00:22:00.000000000
15331,people1916,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:38:00,42,0 days 02:35:00.000000000,0 days 02:19:00.000000000
15332,people1916,Book Stores,2020-04-30 17:13:00,11,0 days 03:12:00.000000000,0 days 02:35:00.000000000
15333,people1916,Bakeries,2020-04-30 20:25:00,66,0 days 00:36:00.000000000,0 days 03:12:00.000000000
15334,people1916,Fast Food Restaurants,2020-04-30 21:01:00,77,0 days 02:52:00.000000000,0 days 00:36:00.000000000
15335,people1916,Book Stores,2020-04-30 23:53:00,51,0 days 00:00:00.000000000,0 days 02:52:00.000000000
15336,people1917,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,54,0 days 02:01:00.000000000,0 days 00:00:00.000000000
15337,people1917,Bakeries,2020-04-30 11:01:00,74,0 days 00:29:00.000000000,0 days 02:01:00.000000000
15338,people1917,Bakeries,2020-04-30 11:30:00,26,0 days 01:14:00.000000000,0 days 00:29:00.000000000
15339,people1917,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:44:00,39,0 days 02:15:00.000000000,0 days 01:14:00.000000000
15340,people1917,Fast Food Restaurants,2020-04-30 14:59:00,56,0 days 02:49:00.000000000,0 days 02:15:00.000000000
15341,people1917,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:48:00,46,0 days 01:04:00.000000000,0 days 02:49:00.000000000
15342,people1917,Bakeries,2020-04-30 18:52:00,27,0 days 01:29:00.000000000,0 days 01:04:00.000000000
15343,people1917,"Grocery Stores, Supermarkets",2020-04-30 20:21:00,37,0 days 00:00:00.000000000,0 days 01:29:00.000000000
15344,people1918,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,75,0 days 02:58:00.000000000,0 days 00:00:00.000000000
15345,people1918,Drug Stores and Pharmacies,2020-04-30 11:58:00,31,0 days 00:32:00.000000000,0 days 02:58:00.000000000
15346,people1918,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:30:00,56,0 days 01:25:00.000000000,0 days 00:32:00.000000000
15347,people1918,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:55:00,43,0 days 00:06:00.000000000,0 days 01:25:00.000000000
15348,people1918,"Grocery Stores, Supermarkets",2020-04-30 14:01:00,13,0 days 02:31:00.000000000,0 days 00:06:00.000000000
15349,people1918,Book Stores,2020-04-30 16:32:00,72,0 days 00:43:00.000000000,0 days 02:31:00.000000000
15350,people1918,Book Stores,2020-04-30 17:15:00,74,0 days 00:12:00.000000000,0 days 00:43:00.000000000
15351,people1918,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:27:00,62,0 days 00:00:00.000000000,0 days 00:12:00.000000000
15352,people1919,Bakeries,2020-04-30 09:00:00,10,0 days 01:07:00.000000000,0 days 00:00:00.000000000
15353,people1919,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:07:00,14,0 days 02:36:00.000000000,0 days 01:07:00.000000000
15354,people1919,Book Stores,2020-04-30 12:43:00,27,0 days 00:39:00.000000000,0 days 02:36:00.000000000
15355,people1919,Book Stores,2020-04-30 13:22:00,19,0 days 02:37:00.000000000,0 days 00:39:00.000000000
15356,people1919,Drug Stores and Pharmacies,2020-04-30 15:59:00,16,0 days 01:32:00.000000000,0 days 02:37:00.000000000
15357,people1919,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:31:00,13,0 days 01:13:00.000000000,0 days 01:32:00.000000000
15358,people1919,"Grocery Stores, Supermarkets",2020-04-30 18:44:00,76,0 days 01:30:00.000000000,0 days 01:13:00.000000000
15359,people1919,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:14:00,32,0 days 00:00:00.000000000,0 days 01:30:00.000000000
15360,people1920,Fast Food Restaurants,2020-04-30 09:00:00,53,0 days 03:17:00.000000000,0 days 00:00:00.000000000
15361,people1920,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:17:00,20,0 days 01:52:00.000000000,0 days 03:17:00.000000000
15362,people1920,Fast Food Restaurants,2020-04-30 14:09:00,73,0 days 03:15:00.000000000,0 days 01:52:00.000000000
15363,people1920,Bakeries,2020-04-30 17:24:00,23,0 days 03:14:00.000000000,0 days 03:15:00.000000000
15364,people1920,Drug Stores and Pharmacies,2020-04-30 20:38:00,16,0 days 02:56:00.000000000,0 days 03:14:00.000000000
15365,people1920,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:34:00,72,0 days 01:12:00.000000000,0 days 02:56:00.000000000
15366,people1920,"Grocery Stores, Supermarkets",2020-05-01 00:46:00,55,0 days 02:27:00.000000000,0 days 01:12:00.000000000
15367,people1920,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 03:13:00,23,0 days 00:00:00.000000000,0 days 02:27:00.000000000
15368,people1921,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,59,0 days 02:53:00.000000000,0 days 00:00:00.000000000
15369,people1921,Fast Food Restaurants,2020-04-30 11:53:00,11,0 days 02:32:00.000000000,0 days 02:53:00.000000000
15370,people1921,Drug Stores and Pharmacies,2020-04-30 14:25:00,21,0 days 02:33:00.000000000,0 days 02:32:00.000000000
15371,people1921,Fast Food Restaurants,2020-04-30 16:58:00,73,0 days 00:32:00.000000000,0 days 02:33:00.000000000
15372,people1921,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:30:00,60,0 days 02:52:00.000000000,0 days 00:32:00.000000000
15373,people1921,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:22:00,55,0 days 00:34:00.000000000,0 days 02:52:00.000000000
15374,people1921,Bakeries,2020-04-30 20:56:00,69,0 days 01:52:00.000000000,0 days 00:34:00.000000000
15375,people1921,Bakeries,2020-04-30 22:48:00,63,0 days 00:00:00.000000000,0 days 01:52:00.000000000
15376,people1922,Drug Stores and Pharmacies,2020-04-30 09:00:00,61,0 days 01:28:00.000000000,0 days 00:00:00.000000000
15377,people1922,Book Stores,2020-04-30 10:28:00,74,0 days 00:09:00.000000000,0 days 01:28:00.000000000
15378,people1922,Book Stores,2020-04-30 10:37:00,21,0 days 01:30:00.000000000,0 days 00:09:00.000000000
15379,people1922,Bakeries,2020-04-30 12:07:00,76,0 days 00:44:00.000000000,0 days 01:30:00.000000000
15380,people1922,"Grocery Stores, Supermarkets",2020-04-30 12:51:00,40,0 days 02:25:00.000000000,0 days 00:44:00.000000000
15381,people1922,Drug Stores and Pharmacies,2020-04-30 15:16:00,18,0 days 02:26:00.000000000,0 days 02:25:00.000000000
15382,people1922,"Grocery Stores, Supermarkets",2020-04-30 17:42:00,16,0 days 00:56:00.000000000,0 days 02:26:00.000000000
15383,people1922,Fast Food Restaurants,2020-04-30 18:38:00,76,0 days 00:00:00.000000000,0 days 00:56:00.000000000
15384,people1923,Book Stores,2020-04-30 09:00:00,69,0 days 00:50:00.000000000,0 days 00:00:00.000000000
15385,people1923,Drug Stores and Pharmacies,2020-04-30 09:50:00,27,0 days 01:39:00.000000000,0 days 00:50:00.000000000
15386,people1923,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:29:00,56,0 days 00:13:00.000000000,0 days 01:39:00.000000000
15387,people1923,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:42:00,12,0 days 02:29:00.000000000,0 days 00:13:00.000000000
15388,people1923,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:11:00,19,0 days 00:16:00.000000000,0 days 02:29:00.000000000
15389,people1923,Fast Food Restaurants,2020-04-30 14:27:00,15,0 days 00:33:00.000000000,0 days 00:16:00.000000000
15390,people1923,Bakeries,2020-04-30 15:00:00,77,0 days 03:12:00.000000000,0 days 00:33:00.000000000
15391,people1923,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:12:00,71,0 days 00:00:00.000000000,0 days 03:12:00.000000000
15392,people1924,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,50,0 days 00:15:00.000000000,0 days 00:00:00.000000000
15393,people1924,Bakeries,2020-04-30 09:15:00,32,0 days 01:59:00.000000000,0 days 00:15:00.000000000
15394,people1924,Drug Stores and Pharmacies,2020-04-30 11:14:00,32,0 days 00:25:00.000000000,0 days 01:59:00.000000000
15395,people1924,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:39:00,54,0 days 00:06:00.000000000,0 days 00:25:00.000000000
15396,people1924,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:45:00,57,0 days 02:05:00.000000000,0 days 00:06:00.000000000
15397,people1924,Bakeries,2020-04-30 13:50:00,24,0 days 00:09:00.000000000,0 days 02:05:00.000000000
15398,people1924,"Grocery Stores, Supermarkets",2020-04-30 13:59:00,28,0 days 00:44:00.000000000,0 days 00:09:00.000000000
15399,people1924,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:43:00,15,0 days 00:00:00.000000000,0 days 00:44:00.000000000
15400,people1925,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,36,0 days 02:13:00.000000000,0 days 00:00:00.000000000
15401,people1925,Bakeries,2020-04-30 11:13:00,27,0 days 00:22:00.000000000,0 days 02:13:00.000000000
15402,people1925,Drug Stores and Pharmacies,2020-04-30 11:35:00,74,0 days 00:35:00.000000000,0 days 00:22:00.000000000
15403,people1925,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:10:00,39,0 days 00:15:00.000000000,0 days 00:35:00.000000000
15404,people1925,Fast Food Restaurants,2020-04-30 12:25:00,14,0 days 01:25:00.000000000,0 days 00:15:00.000000000
15405,people1925,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:50:00,62,0 days 00:57:00.000000000,0 days 01:25:00.000000000
15406,people1925,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:47:00,64,0 days 01:41:00.000000000,0 days 00:57:00.000000000
15407,people1925,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:28:00,60,0 days 00:00:00.000000000,0 days 01:41:00.000000000
15408,people1926,Bakeries,2020-04-30 09:00:00,13,0 days 01:46:00.000000000,0 days 00:00:00.000000000
15409,people1926,Drug Stores and Pharmacies,2020-04-30 10:46:00,10,0 days 00:27:00.000000000,0 days 01:46:00.000000000
15410,people1926,Fast Food Restaurants,2020-04-30 11:13:00,68,0 days 02:34:00.000000000,0 days 00:27:00.000000000
15411,people1926,Bakeries,2020-04-30 13:47:00,16,0 days 01:40:00.000000000,0 days 02:34:00.000000000
15412,people1926,Drug Stores and Pharmacies,2020-04-30 15:27:00,22,0 days 00:49:00.000000000,0 days 01:40:00.000000000
15413,people1926,Fast Food Restaurants,2020-04-30 16:16:00,66,0 days 03:13:00.000000000,0 days 00:49:00.000000000
15414,people1926,Drug Stores and Pharmacies,2020-04-30 19:29:00,51,0 days 00:02:00.000000000,0 days 03:13:00.000000000
15415,people1926,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:31:00,10,0 days 00:00:00.000000000,0 days 00:02:00.000000000
15416,people1927,Fast Food Restaurants,2020-04-30 09:00:00,45,0 days 00:34:00.000000000,0 days 00:00:00.000000000
15417,people1927,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:34:00,38,0 days 00:01:00.000000000,0 days 00:34:00.000000000
15418,people1927,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:35:00,74,0 days 02:31:00.000000000,0 days 00:01:00.000000000
15419,people1927,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:06:00,57,0 days 00:48:00.000000000,0 days 02:31:00.000000000
15420,people1927,"Grocery Stores, Supermarkets",2020-04-30 12:54:00,33,0 days 00:19:00.000000000,0 days 00:48:00.000000000
15421,people1927,Book Stores,2020-04-30 13:13:00,77,0 days 01:05:00.000000000,0 days 00:19:00.000000000
15422,people1927,Bakeries,2020-04-30 14:18:00,22,0 days 02:18:00.000000000,0 days 01:05:00.000000000
15423,people1927,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:36:00,50,0 days 00:00:00.000000000,0 days 02:18:00.000000000
15424,people1928,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,47,0 days 00:26:00.000000000,0 days 00:00:00.000000000
15425,people1928,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:26:00,54,0 days 00:06:00.000000000,0 days 00:26:00.000000000
15426,people1928,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:32:00,66,0 days 01:52:00.000000000,0 days 00:06:00.000000000
15427,people1928,Fast Food Restaurants,2020-04-30 11:24:00,22,0 days 01:49:00.000000000,0 days 01:52:00.000000000
15428,people1928,Drug Stores and Pharmacies,2020-04-30 13:13:00,28,0 days 02:20:00.000000000,0 days 01:49:00.000000000
15429,people1928,Fast Food Restaurants,2020-04-30 15:33:00,47,0 days 00:59:00.000000000,0 days 02:20:00.000000000
15430,people1928,Book Stores,2020-04-30 16:32:00,69,0 days 01:51:00.000000000,0 days 00:59:00.000000000
15431,people1928,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:23:00,77,0 days 00:00:00.000000000,0 days 01:51:00.000000000
15432,people1929,Drug Stores and Pharmacies,2020-04-30 09:00:00,22,0 days 02:13:00.000000000,0 days 00:00:00.000000000
15433,people1929,Fast Food Restaurants,2020-04-30 11:13:00,15,0 days 03:17:00.000000000,0 days 02:13:00.000000000
15434,people1929,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:30:00,41,0 days 02:15:00.000000000,0 days 03:17:00.000000000
15435,people1929,Bakeries,2020-04-30 16:45:00,29,0 days 01:21:00.000000000,0 days 02:15:00.000000000
15436,people1929,Bakeries,2020-04-30 18:06:00,36,0 days 00:04:00.000000000,0 days 01:21:00.000000000
15437,people1929,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:10:00,57,0 days 01:12:00.000000000,0 days 00:04:00.000000000
15438,people1929,Fast Food Restaurants,2020-04-30 19:22:00,13,0 days 03:08:00.000000000,0 days 01:12:00.000000000
15439,people1929,Drug Stores and Pharmacies,2020-04-30 22:30:00,18,0 days 00:00:00.000000000,0 days 03:08:00.000000000
15440,people1930,Book Stores,2020-04-30 09:00:00,65,0 days 02:10:00.000000000,0 days 00:00:00.000000000
15441,people1930,Book Stores,2020-04-30 11:10:00,30,0 days 00:33:00.000000000,0 days 02:10:00.000000000
15442,people1930,Fast Food Restaurants,2020-04-30 11:43:00,72,0 days 00:28:00.000000000,0 days 00:33:00.000000000
15443,people1930,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:11:00,14,0 days 00:14:00.000000000,0 days 00:28:00.000000000
15444,people1930,Fast Food Restaurants,2020-04-30 12:25:00,14,0 days 02:56:00.000000000,0 days 00:14:00.000000000
15445,people1930,Drug Stores and Pharmacies,2020-04-30 15:21:00,76,0 days 00:52:00.000000000,0 days 02:56:00.000000000
15446,people1930,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:13:00,41,0 days 00:57:00.000000000,0 days 00:52:00.000000000
15447,people1930,Fast Food Restaurants,2020-04-30 17:10:00,63,0 days 00:00:00.000000000,0 days 00:57:00.000000000
15448,people1931,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,63,0 days 01:57:00.000000000,0 days 00:00:00.000000000
15449,people1931,Book Stores,2020-04-30 10:57:00,39,0 days 02:33:00.000000000,0 days 01:57:00.000000000
15450,people1931,Fast Food Restaurants,2020-04-30 13:30:00,37,0 days 02:53:00.000000000,0 days 02:33:00.000000000
15451,people1931,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:23:00,66,0 days 00:16:00.000000000,0 days 02:53:00.000000000
15452,people1931,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:39:00,44,0 days 03:16:00.000000000,0 days 00:16:00.000000000
15453,people1931,Fast Food Restaurants,2020-04-30 19:55:00,29,0 days 01:12:00.000000000,0 days 03:16:00.000000000
15454,people1931,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:07:00,53,0 days 02:14:00.000000000,0 days 01:12:00.000000000
15455,people1931,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:21:00,57,0 days 00:00:00.000000000,0 days 02:14:00.000000000
15456,people1932,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,12,0 days 01:26:00.000000000,0 days 00:00:00.000000000
15457,people1932,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:26:00,45,0 days 02:04:00.000000000,0 days 01:26:00.000000000
15458,people1932,Book Stores,2020-04-30 12:30:00,60,0 days 01:59:00.000000000,0 days 02:04:00.000000000
15459,people1932,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:29:00,76,0 days 01:17:00.000000000,0 days 01:59:00.000000000
15460,people1932,Fast Food Restaurants,2020-04-30 15:46:00,41,0 days 02:24:00.000000000,0 days 01:17:00.000000000
15461,people1932,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:10:00,54,0 days 00:04:00.000000000,0 days 02:24:00.000000000
15462,people1932,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:14:00,65,0 days 00:18:00.000000000,0 days 00:04:00.000000000
15463,people1932,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:32:00,69,0 days 00:00:00.000000000,0 days 00:18:00.000000000
15464,people1933,Bakeries,2020-04-30 09:00:00,79,0 days 00:29:00.000000000,0 days 00:00:00.000000000
15465,people1933,Bakeries,2020-04-30 09:29:00,67,0 days 03:05:00.000000000,0 days 00:29:00.000000000
15466,people1933,Bakeries,2020-04-30 12:34:00,24,0 days 03:03:00.000000000,0 days 03:05:00.000000000
15467,people1933,"Grocery Stores, Supermarkets",2020-04-30 15:37:00,53,0 days 01:21:00.000000000,0 days 03:03:00.000000000
15468,people1933,Fast Food Restaurants,2020-04-30 16:58:00,66,0 days 00:22:00.000000000,0 days 01:21:00.000000000
15469,people1933,Book Stores,2020-04-30 17:20:00,18,0 days 02:37:00.000000000,0 days 00:22:00.000000000
15470,people1933,Fast Food Restaurants,2020-04-30 19:57:00,41,0 days 02:17:00.000000000,0 days 02:37:00.000000000
15471,people1933,Drug Stores and Pharmacies,2020-04-30 22:14:00,50,0 days 00:00:00.000000000,0 days 02:17:00.000000000
15472,people1934,Fast Food Restaurants,2020-04-30 09:00:00,21,0 days 03:18:00.000000000,0 days 00:00:00.000000000
15473,people1934,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:18:00,51,0 days 02:52:00.000000000,0 days 03:18:00.000000000
15474,people1934,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:10:00,12,0 days 00:59:00.000000000,0 days 02:52:00.000000000
15475,people1934,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:09:00,16,0 days 02:56:00.000000000,0 days 00:59:00.000000000
15476,people1934,Book Stores,2020-04-30 19:05:00,38,0 days 02:21:00.000000000,0 days 02:56:00.000000000
15477,people1934,Fast Food Restaurants,2020-04-30 21:26:00,68,0 days 02:39:00.000000000,0 days 02:21:00.000000000
15478,people1934,Bakeries,2020-05-01 00:05:00,23,0 days 01:49:00.000000000,0 days 02:39:00.000000000
15479,people1934,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:54:00,60,0 days 00:00:00.000000000,0 days 01:49:00.000000000
15480,people1935,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,38,0 days 03:02:00.000000000,0 days 00:00:00.000000000
15481,people1935,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:02:00,74,0 days 00:15:00.000000000,0 days 03:02:00.000000000
15482,people1935,Book Stores,2020-04-30 12:17:00,63,0 days 02:47:00.000000000,0 days 00:15:00.000000000
15483,people1935,Fast Food Restaurants,2020-04-30 15:04:00,37,0 days 01:22:00.000000000,0 days 02:47:00.000000000
15484,people1935,Drug Stores and Pharmacies,2020-04-30 16:26:00,48,0 days 02:02:00.000000000,0 days 01:22:00.000000000
15485,people1935,Book Stores,2020-04-30 18:28:00,56,0 days 03:03:00.000000000,0 days 02:02:00.000000000
15486,people1935,Bakeries,2020-04-30 21:31:00,35,0 days 02:00:00.000000000,0 days 03:03:00.000000000
15487,people1935,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:31:00,76,0 days 00:00:00.000000000,0 days 02:00:00.000000000
15488,people1936,Drug Stores and Pharmacies,2020-04-30 09:00:00,23,0 days 01:45:00.000000000,0 days 00:00:00.000000000
15489,people1936,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:45:00,71,0 days 00:41:00.000000000,0 days 01:45:00.000000000
15490,people1936,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:26:00,76,0 days 01:29:00.000000000,0 days 00:41:00.000000000
15491,people1936,Bakeries,2020-04-30 12:55:00,76,0 days 02:12:00.000000000,0 days 01:29:00.000000000
15492,people1936,Drug Stores and Pharmacies,2020-04-30 15:07:00,48,0 days 02:52:00.000000000,0 days 02:12:00.000000000
