,name,mcc,time,transaction_value
6264,people569,"Grocery Stores, Supermarkets",2020-04-30 16:47:00,79
6265,people569,Drug Stores and Pharmacies,2020-04-30 19:50:00,57
6266,people569,Drug Stores and Pharmacies,2020-04-30 19:54:00,14
6267,people569,Bakeries,2020-04-30 22:30:00,33
6268,people569,Drug Stores and Pharmacies,2020-05-01 01:44:00,37
6269,people569,Drug Stores and Pharmacies,2020-05-01 02:32:00,46
6270,people570,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,31
6271,people570,Fast Food Restaurants,2020-04-30 10:18:00,66
6272,people570,Fast Food Restaurants,2020-04-30 12:29:00,67
6273,people570,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:33:00,52
6274,people570,Fast Food Restaurants,2020-04-30 13:07:00,33
6275,people570,Fast Food Restaurants,2020-04-30 16:19:00,38
6276,people570,Fast Food Restaurants,2020-04-30 17:59:00,16
6277,people570,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:54:00,29
6278,people570,Bakeries,2020-04-30 20:41:00,75
6279,people570,Drug Stores and Pharmacies,2020-04-30 22:39:00,20
6280,people570,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:16:00,32
6281,people571,Drug Stores and Pharmacies,2020-04-30 09:00:00,65
6282,people571,"Grocery Stores, Supermarkets",2020-04-30 09:44:00,10
6283,people571,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:59:00,25
6284,people571,"Grocery Stores, Supermarkets",2020-04-30 12:17:00,66
6285,people571,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:00:00,46
6286,people571,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:16:00,22
6287,people571,"Grocery Stores, Supermarkets",2020-04-30 20:33:00,15
6288,people571,Drug Stores and Pharmacies,2020-04-30 21:57:00,36
6289,people571,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 22:49:00,45
6290,people571,"Grocery Stores, Supermarkets",2020-05-01 01:24:00,34
6291,people571,Bakeries,2020-05-01 02:09:00,13
6292,people572,Book Stores,2020-04-30 09:00:00,70
6293,people572,Fast Food Restaurants,2020-04-30 10:42:00,24
6294,people572,Fast Food Restaurants,2020-04-30 11:22:00,53
6295,people572,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:41:00,34
6296,people572,"Grocery Stores, Supermarkets",2020-04-30 16:22:00,28
6297,people572,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:31:00,61
6298,people572,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:55:00,10
6299,people572,Book Stores,2020-04-30 20:21:00,78
6300,people572,Book Stores,2020-04-30 22:14:00,68
6301,people572,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 00:38:00,27
6302,people572,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:21:00,76
6303,people573,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,18
6304,people573,Book Stores,2020-04-30 10:30:00,78
6305,people573,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:44:00,40
6306,people573,Bakeries,2020-04-30 12:09:00,75
6307,people573,Drug Stores and Pharmacies,2020-04-30 12:14:00,63
6308,people573,"Grocery Stores, Supermarkets",2020-04-30 15:04:00,38
6309,people573,Bakeries,2020-04-30 18:14:00,77
6310,people573,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:02:00,65
6311,people573,Bakeries,2020-04-30 23:34:00,44
6312,people573,"Grocery Stores, Supermarkets",2020-05-01 02:42:00,38
6313,people573,Fast Food Restaurants,2020-05-01 04:01:00,73
6314,people574,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,18
6315,people574,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:47:00,44
6316,people574,Drug Stores and Pharmacies,2020-04-30 11:57:00,76
6317,people574,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:00:00,48
6318,people574,Bakeries,2020-04-30 16:15:00,31
6319,people574,Drug Stores and Pharmacies,2020-04-30 19:08:00,60
6320,people574,"Grocery Stores, Supermarkets",2020-04-30 21:37:00,45
6321,people574,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:49:00,48
6322,people574,Fast Food Restaurants,2020-05-01 03:07:00,72
6323,people574,Fast Food Restaurants,2020-05-01 04:03:00,39
6324,people574,Fast Food Restaurants,2020-05-01 04:22:00,55
6325,people575,Bakeries,2020-04-30 09:00:00,37
6326,people575,Drug Stores and Pharmacies,2020-04-30 11:07:00,14
6327,people575,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:38:00,56
6328,people575,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:24:00,60
6329,people575,Fast Food Restaurants,2020-04-30 18:06:00,63
6330,people575,Drug Stores and Pharmacies,2020-04-30 20:29:00,60
6331,people575,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 21:01:00,21
6332,people575,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:41:00,34
6333,people575,Fast Food Restaurants,2020-05-01 01:32:00,10
6334,people575,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 01:57:00,12
6335,people575,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 02:44:00,46
6336,people576,Fast Food Restaurants,2020-04-30 09:00:00,62
6337,people576,Fast Food Restaurants,2020-04-30 10:29:00,16
6338,people576,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:41:00,76
6339,people576,Drug Stores and Pharmacies,2020-04-30 15:13:00,50
6340,people576,Drug Stores and Pharmacies,2020-04-30 18:31:00,71
6341,people576,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:35:00,55
6342,people576,Book Stores,2020-04-30 20:56:00,48
6343,people576,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:37:00,49
6344,people576,Bakeries,2020-04-30 22:41:00,26
6345,people576,Book Stores,2020-04-30 23:08:00,35
6346,people576,Book Stores,2020-05-01 00:05:00,55
6347,people577,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,27
6348,people577,Fast Food Restaurants,2020-04-30 11:13:00,24
6349,people577,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:57:00,72
6350,people577,Bakeries,2020-04-30 14:46:00,20
6351,people577,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:01:00,76
6352,people577,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:58:00,60
6353,people577,Drug Stores and Pharmacies,2020-04-30 21:53:00,67
6354,people577,Drug Stores and Pharmacies,2020-04-30 22:29:00,30
6355,people577,Fast Food Restaurants,2020-05-01 00:42:00,37
6356,people577,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 02:11:00,59
6357,people577,Bakeries,2020-05-01 05:11:00,18
6358,people578,Drug Stores and Pharmacies,2020-04-30 09:00:00,71
6359,people578,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:41:00,76
6360,people578,Bakeries,2020-04-30 11:35:00,46
6361,people578,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:42:00,25
6362,people578,Drug Stores and Pharmacies,2020-04-30 17:45:00,11
6363,people578,Drug Stores and Pharmacies,2020-04-30 18:00:00,55
6364,people578,Drug Stores and Pharmacies,2020-04-30 19:32:00,21
6365,people578,Drug Stores and Pharmacies,2020-04-30 21:09:00,64
6366,people578,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 21:28:00,19
6367,people578,"Grocery Stores, Supermarkets",2020-04-30 22:14:00,63
6368,people578,Fast Food Restaurants,2020-05-01 01:19:00,33
6369,people579,Book Stores,2020-04-30 09:00:00,36
6370,people579,Bakeries,2020-04-30 12:05:00,25
6371,people579,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:56:00,46
6372,people579,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:11:00,64
6373,people579,Bakeries,2020-04-30 18:40:00,30
6374,people579,Book Stores,2020-04-30 20:08:00,49
6375,people579,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:14:00,37
6376,people579,Bakeries,2020-04-30 23:15:00,27
6377,people579,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:12:00,63
6378,people579,Fast Food Restaurants,2020-05-01 01:49:00,44
6379,people579,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 03:25:00,37
6380,people580,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,72
6381,people580,Fast Food Restaurants,2020-04-30 09:03:00,46
6382,people580,Fast Food Restaurants,2020-04-30 12:08:00,16
6383,people580,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:08:00,50
6384,people580,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:48:00,47
6385,people580,"Grocery Stores, Supermarkets",2020-04-30 19:29:00,46
6386,people580,Fast Food Restaurants,2020-04-30 20:00:00,43
6387,people580,Fast Food Restaurants,2020-04-30 20:47:00,27
6388,people580,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 22:28:00,21
6389,people580,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:04:00,46
6390,people580,"Grocery Stores, Supermarkets",2020-05-01 00:09:00,67
6391,people581,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,50
6392,people581,Book Stores,2020-04-30 09:15:00,55
6393,people581,Fast Food Restaurants,2020-04-30 09:34:00,79
6394,people581,Fast Food Restaurants,2020-04-30 11:17:00,75
6395,people581,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:04:00,23
6396,people581,Fast Food Restaurants,2020-04-30 16:18:00,44
6397,people581,"Grocery Stores, Supermarkets",2020-04-30 18:25:00,72
6398,people581,Bakeries,2020-04-30 21:32:00,27
6399,people581,Drug Stores and Pharmacies,2020-05-01 00:33:00,75
6400,people581,Drug Stores and Pharmacies,2020-05-01 01:54:00,77
6401,people581,Drug Stores and Pharmacies,2020-05-01 04:31:00,65
6402,people582,Bakeries,2020-04-30 09:00:00,61
6403,people582,"Grocery Stores, Supermarkets",2020-04-30 11:46:00,65
6404,people582,Fast Food Restaurants,2020-04-30 13:25:00,38
6405,people582,Fast Food Restaurants,2020-04-30 16:12:00,57
6406,people582,Bakeries,2020-04-30 18:30:00,11
6407,people582,Book Stores,2020-04-30 20:07:00,25
6408,people582,Bakeries,2020-04-30 22:13:00,65
6409,people582,Book Stores,2020-05-01 00:26:00,32
6410,people582,Bakeries,2020-05-01 03:12:00,77
6411,people582,Drug Stores and Pharmacies,2020-05-01 05:32:00,63
6412,people582,Drug Stores and Pharmacies,2020-05-01 08:14:00,56
6413,people583,Fast Food Restaurants,2020-04-30 09:00:00,17
6414,people583,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:10:00,60
6415,people583,Fast Food Restaurants,2020-04-30 11:18:00,71
6416,people583,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:19:00,45
6417,people583,Book Stores,2020-04-30 13:28:00,33
6418,people583,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:31:00,41
6419,people583,Drug Stores and Pharmacies,2020-04-30 17:16:00,54
6420,people583,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:41:00,61
6421,people583,Bakeries,2020-04-30 21:26:00,46
6422,people583,Book Stores,2020-04-30 21:34:00,27
6423,people583,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:17:00,13
6424,people584,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,11
6425,people584,"Grocery Stores, Supermarkets",2020-04-30 11:32:00,65
6426,people584,Bakeries,2020-04-30 12:50:00,56
6427,people584,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:20:00,47
6428,people584,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:18:00,45
6429,people584,Drug Stores and Pharmacies,2020-04-30 19:55:00,14
6430,people584,Drug Stores and Pharmacies,2020-04-30 20:24:00,63
6431,people584,Drug Stores and Pharmacies,2020-04-30 20:29:00,39
6432,people584,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 22:18:00,39
6433,people584,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 00:31:00,25
6434,people584,Bakeries,2020-05-01 01:53:00,53
6435,people585,Drug Stores and Pharmacies,2020-04-30 09:00:00,25
6436,people585,Drug Stores and Pharmacies,2020-04-30 09:36:00,61
6437,people585,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:29:00,36
6438,people585,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:24:00,58
6439,people585,Fast Food Restaurants,2020-04-30 14:34:00,68
6440,people585,Fast Food Restaurants,2020-04-30 15:37:00,25
6441,people585,Fast Food Restaurants,2020-04-30 18:53:00,76
6442,people585,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:21:00,47
6443,people585,Bakeries,2020-04-30 23:32:00,38
6444,people585,"Grocery Stores, Supermarkets",2020-05-01 02:17:00,49
6445,people585,Drug Stores and Pharmacies,2020-05-01 05:36:00,38
6446,people586,Book Stores,2020-04-30 09:00:00,32
6447,people586,"Grocery Stores, Supermarkets",2020-04-30 09:15:00,74
6448,people586,Drug Stores and Pharmacies,2020-04-30 10:55:00,51
6449,people586,Drug Stores and Pharmacies,2020-04-30 13:51:00,18
6450,people586,Drug Stores and Pharmacies,2020-04-30 14:19:00,58
6451,people586,"Grocery Stores, Supermarkets",2020-04-30 14:21:00,61
6452,people586,Drug Stores and Pharmacies,2020-04-30 15:02:00,57
6453,people586,"Grocery Stores, Supermarkets",2020-04-30 16:46:00,51
6454,people586,Fast Food Restaurants,2020-04-30 16:51:00,51
6455,people586,Fast Food Restaurants,2020-04-30 18:24:00,30
6456,people586,"Grocery Stores, Supermarkets",2020-04-30 18:41:00,43
6457,people587,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,35
6458,people587,Book Stores,2020-04-30 09:18:00,15
6459,people587,Book Stores,2020-04-30 11:00:00,22
6460,people587,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:58:00,51
6461,people587,Bakeries,2020-04-30 14:47:00,69
6462,people587,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:07:00,17
6463,people587,"Grocery Stores, Supermarkets",2020-04-30 18:03:00,33
6464,people587,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:36:00,52
6465,people587,Drug Stores and Pharmacies,2020-04-30 20:11:00,46
6466,people587,Drug Stores and Pharmacies,2020-04-30 22:46:00,70
6467,people587,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 00:07:00,72
6468,people588,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,11
6469,people588,Drug Stores and Pharmacies,2020-04-30 09:52:00,15
6470,people588,Drug Stores and Pharmacies,2020-04-30 11:39:00,31
6471,people588,Drug Stores and Pharmacies,2020-04-30 13:27:00,62
6472,people588,Drug Stores and Pharmacies,2020-04-30 15:35:00,62
6473,people588,Drug Stores and Pharmacies,2020-04-30 16:54:00,74
6474,people588,Drug Stores and Pharmacies,2020-04-30 18:09:00,52
6475,people588,Drug Stores and Pharmacies,2020-04-30 18:48:00,51
6476,people588,Bakeries,2020-04-30 18:50:00,74
6477,people588,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:25:00,32
6478,people588,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:57:00,32
6479,people589,Bakeries,2020-04-30 09:00:00,14
6480,people589,Drug Stores and Pharmacies,2020-04-30 10:23:00,78
6481,people589,Drug Stores and Pharmacies,2020-04-30 12:53:00,68
6482,people589,Drug Stores and Pharmacies,2020-04-30 15:43:00,59
6483,people589,"Grocery Stores, Supermarkets",2020-04-30 16:11:00,27
6484,people589,Fast Food Restaurants,2020-04-30 16:39:00,45
6485,people589,Drug Stores and Pharmacies,2020-04-30 17:48:00,54
6486,people589,Drug Stores and Pharmacies,2020-04-30 20:03:00,75
6487,people589,Drug Stores and Pharmacies,2020-04-30 22:58:00,29
6488,people589,Drug Stores and Pharmacies,2020-04-30 23:29:00,20
6489,people589,"Grocery Stores, Supermarkets",2020-04-30 23:34:00,34
6490,people590,Fast Food Restaurants,2020-04-30 09:00:00,35
6491,people590,Fast Food Restaurants,2020-04-30 09:42:00,68
6492,people590,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:06:00,74
6493,people590,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:28:00,57
6494,people590,Fast Food Restaurants,2020-04-30 17:42:00,35
6495,people590,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:53:00,70
6496,people590,Drug Stores and Pharmacies,2020-04-30 19:20:00,30
6497,people590,Drug Stores and Pharmacies,2020-04-30 19:32:00,51
6498,people590,Drug Stores and Pharmacies,2020-04-30 20:49:00,77
6499,people590,Fast Food Restaurants,2020-04-30 21:42:00,64
6500,people590,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:30:00,51
6501,people591,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,51
6502,people591,Fast Food Restaurants,2020-04-30 11:48:00,59
6503,people591,Book Stores,2020-04-30 12:48:00,57
6504,people591,Drug Stores and Pharmacies,2020-04-30 13:32:00,62
6505,people591,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:36:00,14
6506,people591,Bakeries,2020-04-30 15:13:00,73
6507,people591,"Grocery Stores, Supermarkets",2020-04-30 16:52:00,32
6508,people591,Fast Food Restaurants,2020-04-30 20:00:00,33
6509,people591,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 22:35:00,38
6510,people591,Bakeries,2020-05-01 01:07:00,48
6511,people591,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 02:24:00,45
6512,people592,Drug Stores and Pharmacies,2020-04-30 09:00:00,16
6513,people592,Book Stores,2020-04-30 09:55:00,22
6514,people592,Fast Food Restaurants,2020-04-30 12:18:00,29
6515,people592,Bakeries,2020-04-30 13:23:00,69
6516,people592,Drug Stores and Pharmacies,2020-04-30 14:20:00,72
6517,people592,"Grocery Stores, Supermarkets",2020-04-30 15:44:00,51
6518,people592,Fast Food Restaurants,2020-04-30 15:46:00,35
6519,people592,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:22:00,58
6520,people592,Bakeries,2020-04-30 17:25:00,56
6521,people592,Book Stores,2020-04-30 19:36:00,73
6522,people592,Fast Food Restaurants,2020-04-30 21:54:00,12
6523,people593,Book Stores,2020-04-30 09:00:00,78
6524,people593,Bakeries,2020-04-30 09:46:00,22
6525,people593,Drug Stores and Pharmacies,2020-04-30 12:43:00,77
6526,people593,Drug Stores and Pharmacies,2020-04-30 13:55:00,12
6527,people593,Drug Stores and Pharmacies,2020-04-30 16:49:00,63
6528,people593,Drug Stores and Pharmacies,2020-04-30 17:44:00,46
6529,people593,"Grocery Stores, Supermarkets",2020-04-30 19:20:00,72
6530,people593,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:10:00,31
6531,people593,Drug Stores and Pharmacies,2020-04-30 23:33:00,43
6532,people593,Drug Stores and Pharmacies,2020-05-01 00:35:00,72
6533,people593,Drug Stores and Pharmacies,2020-05-01 02:25:00,60
6534,people594,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,50
6535,people594,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:03:00,47
6536,people594,Drug Stores and Pharmacies,2020-04-30 11:14:00,18
6537,people594,Book Stores,2020-04-30 14:01:00,77
6538,people594,Fast Food Restaurants,2020-04-30 16:43:00,47
6539,people594,Fast Food Restaurants,2020-04-30 17:13:00,47
6540,people594,Bakeries,2020-04-30 19:56:00,55
6541,people594,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:21:00,60
6542,people594,Book Stores,2020-05-01 00:35:00,15
6543,people594,"Grocery Stores, Supermarkets",2020-05-01 03:28:00,19
6544,people594,Fast Food Restaurants,2020-05-01 04:14:00,31
6545,people595,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,37
6546,people595,Fast Food Restaurants,2020-04-30 09:12:00,31
6547,people595,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:43:00,14
6548,people595,Fast Food Restaurants,2020-04-30 12:33:00,31
6549,people595,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:52:00,76
6550,people595,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:18:00,68
6551,people595,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:40:00,64
6552,people595,"Grocery Stores, Supermarkets",2020-04-30 17:45:00,11
6553,people595,Fast Food Restaurants,2020-04-30 20:08:00,17
6554,people595,Fast Food Restaurants,2020-04-30 23:26:00,75
6555,people595,Drug Stores and Pharmacies,2020-05-01 00:31:00,47
6556,people596,Bakeries,2020-04-30 09:00:00,61
6557,people596,Drug Stores and Pharmacies,2020-04-30 09:24:00,61
6558,people596,Drug Stores and Pharmacies,2020-04-30 11:31:00,24
6559,people596,Bakeries,2020-04-30 13:26:00,35
6560,people596,"Grocery Stores, Supermarkets",2020-04-30 15:37:00,55
6561,people596,Bakeries,2020-04-30 15:53:00,43
6562,people596,Bakeries,2020-04-30 18:56:00,58
6563,people596,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:36:00,27
6564,people596,Fast Food Restaurants,2020-04-30 22:31:00,78
6565,people596,Drug Stores and Pharmacies,2020-05-01 00:29:00,35
6566,people596,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 03:14:00,32
6567,people597,Fast Food Restaurants,2020-04-30 09:00:00,55
6568,people597,Drug Stores and Pharmacies,2020-04-30 10:21:00,18
6569,people597,Bakeries,2020-04-30 10:33:00,56
6570,people597,Drug Stores and Pharmacies,2020-04-30 13:27:00,24
6571,people597,Drug Stores and Pharmacies,2020-04-30 13:28:00,67
6572,people597,Drug Stores and Pharmacies,2020-04-30 14:36:00,16
6573,people597,Book Stores,2020-04-30 15:28:00,37
6574,people597,Drug Stores and Pharmacies,2020-04-30 16:51:00,50
6575,people597,"Grocery Stores, Supermarkets",2020-04-30 19:03:00,50
6576,people597,"Grocery Stores, Supermarkets",2020-04-30 19:37:00,52
6577,people597,"Grocery Stores, Supermarkets",2020-04-30 21:16:00,48
6578,people598,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,15
6579,people598,"Grocery Stores, Supermarkets",2020-04-30 12:00:00,70
6580,people598,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:57:00,70
6581,people598,Fast Food Restaurants,2020-04-30 15:46:00,32
6582,people598,Fast Food Restaurants,2020-04-30 18:10:00,41
6583,people598,Bakeries,2020-04-30 20:51:00,29
6584,people598,Drug Stores and Pharmacies,2020-04-30 22:47:00,49
6585,people598,Drug Stores and Pharmacies,2020-04-30 23:46:00,78
6586,people598,Drug Stores and Pharmacies,2020-05-01 01:42:00,20
6587,people598,Drug Stores and Pharmacies,2020-05-01 03:38:00,24
6588,people598,"Grocery Stores, Supermarkets",2020-05-01 06:42:00,68
6589,people599,Drug Stores and Pharmacies,2020-04-30 09:00:00,43
6590,people599,Drug Stores and Pharmacies,2020-04-30 09:27:00,74
6591,people599,Drug Stores and Pharmacies,2020-04-30 11:13:00,35
6592,people599,Bakeries,2020-04-30 12:07:00,29
6593,people599,Drug Stores and Pharmacies,2020-04-30 12:24:00,46
6594,people599,"Grocery Stores, Supermarkets",2020-04-30 14:43:00,66
6595,people599,Bakeries,2020-04-30 16:27:00,66
6596,people599,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:50:00,11
6597,people599,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:21:00,53
6598,people599,Bakeries,2020-04-30 22:59:00,10
6599,people599,Drug Stores and Pharmacies,2020-04-30 23:58:00,33
6600,people600,Book Stores,2020-04-30 09:00:00,48
6601,people600,Bakeries,2020-04-30 11:38:00,76
6602,people600,Book Stores,2020-04-30 14:14:00,72
6603,people600,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:27:00,47
6604,people600,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:29:00,35
6605,people600,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:53:00,43
6606,people600,Fast Food Restaurants,2020-04-30 19:08:00,19
6607,people600,Fast Food Restaurants,2020-04-30 19:16:00,72
6608,people600,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:13:00,13
6609,people600,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:14:00,76
6610,people600,Bakeries,2020-05-01 01:19:00,18
6611,people601,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,42
6612,people601,Fast Food Restaurants,2020-04-30 10:38:00,70
